"","reg_num","subj","crse","sect","title","units","instructor","days","time","place"
"472","20423","PHIL","410","S03","Advanced Topics: Epistemology","1.0","Taschek","T-Th","02:40PM04:00","ELIOT405"
"473","20670","PHIL","410","S04","Adv Topics: Ethics","1.0","Latham","M-W-F","01:10PM02:00","VOLLUM126"
"474","10428","PHIL","415","F01","Major Figures:Existentialists","1.0","Peck","M-W-F","02:10PM03:00","VOLLUM134"
"475","10429","PHIL","415","F02","Major Figures: Davidson","1.0","Taschek","M-W","03:10PM04:30","VOLLUM234"
"476","20424","PHIL","415","S","Major Figures: Hume","1.0","Arkonovich","M-W-F","02:10PM03:00","VOLLUM134"
"477","10075","PHYS","100","Y","General Physics I","1.0","Bonfim","M-W-F","10:00AM10:50","VOLLUMVLH"
"478","10181","PHYS","100","Y01","General Physics I","0.0","Bonfim","T","10:30AM11:50","PHYSIC122"
"479","10603","BIOL","101","FR7","Intro Biology Lect and Lab","0.0","Shampay","Th","01:10PM05:00","BIOL107"
"480","10182","PHYS","100","Y02","General Physics I","0.0","Bonfim","T","01:10PM02:30","PHYSIC122"
"481","10183","PHYS","100","Y03","General Physics I","0.0","Bonfim","W","01:10PM02:30","PHYSIC122"
"482","10184","PHYS","100","Y04","General Physics I","0.0","Bonfim","W","02:40PM04:00","PHYSIC122"
"483","10185","PHYS","100","Y05","General Physics I","0.0","Bonfim","Th","10:30AM11:50","PHYSIC122"
"484","10186","PHYS","100","Y06","General Physics I","0.0","Bonfim","Th","01:10PM02:30","PHYSIC122"
"485","10392","PHYS","100","Y07","General Physics I","0.0","Bonfim","Th","02:40PM04:00","PHYSIC122"
"486","10187","PHYS","100","YL1","General Physics I","0.0","Bonfim","M","01:10PM04:00","PHYSIC129"
"487","10188","PHYS","100","YL2","General Physics I","0.0","Bonfim","M","07:00PM10:00","PHYSIC129"
"488","10189","PHYS","100","YL3","General Physics I","0.0","Bonfim","T","01:10PM04:00","PHYSIC129"
"489","10190","PHYS","100","YL4","General Physics I","0.0","Bonfim","T","07:00PM10:00","PHYSIC129"
"490","10604","BIOL","101","FF3","Intro Biology Lect and Lab","0.0","Shampay","F","01:10PM05:00","BIOL103"
"491","10191","PHYS","100","YL5","General Physics I","0.0","Bonfim","W","01:10PM04:00","PHYSIC129"
"492","10192","PHYS","100","YL6","General Physics I","0.0","Bonfim","W","07:00PM10:00","PHYSIC129"
"493","10193","PHYS","100","YL7","General Physics I","0.0","Bonfim","Th","01:10PM04:00","PHYSIC129"
"494","10194","PHYS","100","YL8","General Physics I","0.0","Bonfim","Th","07:00PM10:00","PHYSIC129"
"495","20402","PHYS","101","S","Introduction to Physics","1.0","Reynolds","M-W-F","02:10PM03:00","VOLLUMVLH"
"496","20403","PHYS","101","S01","Introduction to Physics","0.0","Reynolds","W","03:10PM04:00","PHYSIC123"
"497","20404","PHYS","101","S02","Introduction to Physics","0.0","Reynolds","Th","02:10PM03:00","PHYSIC123"
"498","20405","PHYS","101","S03","Introduction to Physics","0.0","Reynolds","Th","03:10PM04:00","PHYSIC123"
"499","20406","PHYS","101","S04","Introduction to Physics","0.0","Reynolds","F","03:10PM04:00","PHYSIC123"
"500","20407","PHYS","101","SL1","Introduction to Physics","0.0","Reynolds","M","03:10PM05:00","PHYSIC134"
"501","10606","BIOL","101","FF7","Intro Biology Lect and Lab","0.0","Shampay","F","01:10PM05:00","BIOL107"
"502","20409","PHYS","101","SL2","Introduction to Physics","0.0","Reynolds","T","01:10PM03:00","PHYSIC134"
"503","20410","PHYS","101","SL3","Introduction to Physics","0.0","Reynolds","W","03:10PM05:00","PHYSIC134"
"504","20658","PHYS","101","SL7","Introduction to Physics","0.0","Staff","W","07:10PM09:00","PHYSIC134"
"505","20412","PHYS","101","SL4","Introduction to Physics","0.0","Reynolds","Th","09:00AM10:50","PHYSIC134"
"506","20413","PHYS","101","SL5","Introduction to Physics","0.0","Reynolds","Th","01:10PM03:00","PHYSIC134"
"507","20415","PHYS","101","SL6","Introduction to Physics","0.0","Reynolds","F","03:10PM05:00","PHYSIC134"
"508","10076","PHYS","200","Y","General Physics II","1.0","Griffiths","M-W-F","10:00AM10:50","PHYSIC123"
"509","10195","PHYS","200","YL1","General Physics II","0.0","Griffiths","T","01:10PM04:00","PHYSIC133"
"510","10196","PHYS","200","YL2","General Physics II","0.0","Griffiths","W","01:10PM04:00","PHYSIC133"
"511","10393","PHYS","200","YL3","General Physics II","0.0","Griffiths","Th","01:10PM04:00","PHYSIC133"
"512","20579","BIOL","102","S","Intro Biology Lect and Lab","1.0","Black","T-Th","09:00AM10:20","VOLLUMVLH"
"513","10399","PHYS","311","F","Classical Mechanics I","1.0","Reynolds","T-Th","09:00AM10:20","PHYSIC123"
"514","10401","PHYS","321","F","Electrodynamics I","1.0","James","M-W-F","12:00PM12:50","PHYSIC240A"
"515","20392","PHYS","322","S","Electrodynamics II","1.0","James","M-W-F","12:00PM12:50","PHYSIC123"
"516","10702","PHYS","323","F","Optics","1.0","Mitchell","M-W-F","10:00AM10:50","PHYSIC121"
"517","10402","PHYS","331","F","Advanced Laboratory I","0.5","Essick","M","03:10PM04:00","PHYSIC122"
"518","10404","PHYS","331","FL1","Advanced Laboratory I","0.0","Essick","W","01:10PM04:00","PHYSIC"
"519","10405","PHYS","331","FL2","Advanced Laboratory I","0.0","Essick","Th","01:10PM04:00","PHYSIC"
"520","20394","PHYS","332","S","Advanced Laboratory II","0.5","Mitchell","M","03:10PM04:00","PHYSIC122"
"521","20395","PHYS","332","SL1","Advanced Laboratory II","0.0","Mitchell","W","01:10PM04:00","PHYSIC"
"522","20396","PHYS","332","SL2","Advanced Laboratory II","0.0","Mitchell","Th","01:10PM04:00","PHYSIC"
"523","20583","BIOL","102","ST3","Intro Biology Lect and Lab","0.0","Black","T","01:10PM05:00","BIOL103"
"524","20397","PHYS","342","S","Quantum Mechanics I","1.0","Wheeler","T-Th","09:00AM10:20","PHYSIC123"
"525","10407","PHYS","351","F","Thermal Physics","1.0","Reynolds","M-W-F","11:00AM11:50","PHYSIC122"
"526","20398","PHYS","362","S","Solid State Physics","1.0","Essick","M-W-F","11:00AM11:50","PHYSIC240A"
"527","20399","PHYS","366","S","Elementary Particles","1.0","Griffiths","T-Th","10:30AM11:50","PHYSIC240A"
"528","10409","PHYS","367","F","Scientific Computation","1.0","Crandall","T-Th","07:10PM08:30","PHYSIC123"
"529","10411","PHYS","411","F","Classical Mechanics II","1.0","Wheeler","M-W-F","09:00AM09:50","PHYSIC122"
"530","20400","PHYS","442","S","Quantum Mechanics II","1.0","Wheeler","M-W-F","09:00AM09:50","PHYSIC121"
"531","10633","POL","211","F","Intro Political Analysis","1.0","Rejali","M-W-F","02:10PM03:00","VOLLUMVLH"
"532","20613","POL","214","S","Empirical Political Theory","1.0","Gronke","T-Th","02:40PM04:00","VOLLUM110"
"533","20612","POL","301","S","Classical PoliticalPhilosophy","1.0","Mandell","T-Th","01:10PM02:30","ELIOT123"
"534","20584","BIOL","102","ST7","Intro Biology Lect and Lab","0.0","Black","T","01:10PM05:00","BIOL107"
"535","10635","POL","303","F","Modern Political Philosophy","1.0","Steinberger","T-Th","02:40PM04:00","ELIOT405"
"536","20611","POL","310","S","Comparative Politics","1.0","Andreas","T-Th","10:30AM11:50","ELIOT123"
"537","10521","POL","311","F","Research Methods","1.0","Tudor","T-Th","02:40PM04:00","ELIOT126"
"538","10636","POL","335","F","Democratic Theory","1.0","Mandell","T-Th","01:10PM02:30","ELIOT123"
"539","10637","POL","340","F","Politics of Globalization","1.0","Andreas","T","06:30PM09:30","ELIOT123"
"540","10769","POL","345","F","Environmental Politics","1.0","Teske","M-W","03:10PM04:30","ELIOT216"
"541","20675","POL","351","S","Pol of Democratic Participatn","1.0","Teske","M","07:10PM10:00","VOLLUM134"
"542","20618","POL","356","S","States and Illegal Markets","1.0","Andreas","W","07:00PM10:00","ELIOT123"
"543","10634","POL","360","F","Approaches to Violence","1.0","Rejali","M-W","03:10PM04:30","PSYCH103"
"544","20622","POL","379","S","Pol of Border and US-Mexico","1.0","Andreas","T-Th","02:40PM04:00","ELIOT"
"545","20586","BIOL","102","SW3","Intro Biology Lect and Lab","0.0","Black","W","01:10PM05:00","BIOL103"
"546","20609","POL","381","S","Con. Law and JudicialPolitics","1.0","Kapsch","M-W","03:10PM04:30","VOLLUM126"
"547","20614","POL","383","S","Systems of Justice","1.0","Kapsch","T-Th","02:40PM04:00","ELIOT123"
"548","10638","POL","385","F","International CriminalJustice","1.0","Rejali","T-Th","02:40PM04:00","VOLLUM118"
"549","20615","POL","390","S","Machiavelli","1.0","Rejali","T-Th","01:10PM02:30","ELIOT121"
"550","20616","POL","396","S","Political Philosophies ofWork","1.0","Rejali","M-W","03:10PM04:30","ELIOT405"
"551","10398","PSY","121","F","Intro to Psychology I","1.0","Reisberg","T-Th","10:30AM11:50","PSYCH105"
"552","10400","PSY","121","FL1","Intro to Psychology","0.0","Reisberg","T-Th","01:10PM02:00","PSYCH136"
"553","10403","PSY","121","FL2","Intro to Psychology","0.0","Reisberg","T-Th","02:10PM03:00","PSYCH136"
"554","10406","PSY","121","FL3","Intro to Psychology","0.0","Reisberg","W-F","01:10PM02:00","PSYCH136"
"555","10408","PSY","121","FL4","Intro to Psychology","0.0","Reisberg","W-F","02:10PM03:00","PSYCH136"
"556","10763","ANTH","211","F06","Introduction to Anthropology","1.0","Silverstein","T-Th","02:40PM04:00","VOLLUM120"
"557","20587","BIOL","102","SW7","Intro Biology Lect and Lab","0.0","Black","W","01:10PM05:00","BIOL107"
"558","20401","PSY","122","S","Intro to Psychology II","1.0","Neuringer","T-Th","10:30AM11:50","PSYCH105"
"559","20408","PSY","122","SL1","Intro to Psychology II","0.0","Neuringer","T-Th","01:10PM02:00","PSYCH136"
"560","20411","PSY","122","SL2","Intro to Psychology II","0.0","Neuringer","T-Th","02:10PM03:00","PSYCH136"
"561","20414","PSY","122","SL3","Intro to Psychology II","0.0","Neuringer","W-F","01:10PM02:00","PSYCH136"
"562","20416","PSY","122","SL4","Intro to Psychology II","0.0","Neuringer","W-F","02:10PM03:00","PSYCH136"
"563","10413","PSY","322","F","Social Psychology","1.0","Oleson","M-W-F","01:10PM02:00","PSYCH108"
"564","10753","PSY","324","F","Health Psychology","1.0","Herman","M-W-F","03:10PM04:00","PSYCH108"
"565","20662","PSY","326","S","Social Development","1.0","Bulkley","M-W-F","10:00AM10:50","PSYCH103"
"566","20663","PSY","327","S","Community Psychology","1.0","Herman","M-W-F","01:10PM02:00","PSYCH108"
"567","10414","PSY","333","F","Psychobiology","1.0","Dickinson","M-W-F","12:00PM12:50","PSYCH105"
"568","20588","BIOL","102","SR3","Intro Biology Lect and Lab","0.0","Black","Th","01:10PM05:00","BIOL103"
"569","20426","PSY","333","S","Psychobiology","1.0","Rhodes","T-Th","10:30AM11:50","PSYCH136"
"570","20428","PSY","336","S","Neuropsychology","1.0","Canseco-Gonzale","T-Th","09:00AM10:20","PSYCH108"
"571","20429","PSY","338","S","Psychopharmacology","1.0","Dickinson","M-W-F","12:00PM12:50","PSYCH105"
"572","20430","PSY","338","SL1","Psychopharmacology","0.0","Dickinson","W","06:40PM07:30","PSYCH108"
"573","20431","PSY","338","SL2","Psychopharmacology","0.0","Dickinson","W","07:40PM08:30","PSYCH108"
"574","10416","PSY","344","F","Thinking","1.0","Reisberg","M-W-F","11:00AM11:50","PSYCH108"
"575","20432","PSY","348","S","Research Design  and  DataAnalysi","1.0","Oleson","M-W-F","11:00AM11:50","PSYCH108"
"576","20433","PSY","348","SL1","Research Design  and  DataAnalysi","0.0","Oleson","M","03:10PM04:00","PSYCH136"
"577","20434","PSY","348","SL2","Research Design  and  DataAnalysi","0.0","Oleson","T","04:10PM05:00","PSYCH136"
"578","10754","PSY","351","F","Psychopathology","1.0","Herman","M-W-F","09:00AM09:50","PSYCH108"
"579","20589","BIOL","102","SR7","Intro Biology Lect and Lab","0.0","Black","Th","01:10PM05:00","BIOL107"
"580","10417","PSY","361","F","Human Development","1.0","Bulkley","T-Th","01:10PM02:30","PSYCH108"
"581","20435","PSY","366","S","Cognitive Processes","1.0","Reisberg","T-Th","01:10PM02:30","PSYCH108"
"582","20436","PSY","366","SL1","Cognitive Processes","0.0","Reisberg","M","10:00AM10:50","PSYCH136"
"583","20437","PSY","366","SL2","Cognitive Processes","0.0","Reisberg","M","12:00PM12:50","PSYCH108"
"584","20438","PSY","373","S","Learning","1.0","Neuringer","M-W-F","10:00AM10:50","PSYCH108"
"585","20425","PSY","383","S","Music Perception","1.0","Reisberg","M-W-F","02:10PM03:00","PSYCH108"
"586","10755","PSY","385","F","Cross-Cultural Psychology","1.0","Bulkley","M-W-F","02:10PM03:00","PSYCH108"
"587","10418","PSY","393","F","Psycholinguistics","1.0","Canseco-Gonzale","M-W-F","10:00AM10:50","PSYCH108"
"588","20440","PSY","396","S","Psych of Language Acquisition","1.0","Canseco-Gonzale","T-Th","02:40PM04:00","PSYCH108"
"589","10420","PSY","401","F","Junior Seminar","1.0","Rhodes","M","06:30PM09:00","PSYCH108"
"590","20590","BIOL","102","SF3","Intro Biology Lect and Lab","0.0","Black","F","01:10PM05:00","BIOL103"
"591","20441","PSY","433","S","Psychobiology Research","1.0","Dickinson","T-Th","10:30AM11:50","PSYCH108"
"592","20664","PSY","442","S","Clinical Psychology","1.0","Herman","M-W-F","09:00AM09:50","PSYCH108"
"593","10759","REL","152","F","Introduction to Judaism","1.0","McCalla","M-W-F","11:00AM11:50","ELIOT314"
"594","20521","REL","154","S","Intro to Religions of Asia","1.0","Brashier","M-W-F","10:00AM10:50","PSYCH105"
"595","10523","REL","155","F","Introduction to Islam","1.0","Feener","M-W-F","11:00AM11:50","PSYCH103"
"596","10524","REL","201","F","Theory  and  Method in RelStudies","1.0","Brashier","M-W-F","01:10PM02:00","LIB204"
"597","10785","REL","201","F01","Theory  and Methods in RelStudies","0.0","Brashier","M-W-F","10:00AM10:50","VOLLUM134"
"598","10786","REL","201","F02","Theory  and Methods in RelStudies","0.0","Brashier","M-W-F","01:10PM02:00","VOLLUM302"
"599","10787","REL","201","F03","Theory  and Methods in RelStudies","0.0","Brashier","M-W-F","02:10PM03:00","VOLLUM302"
"600","20522","REL","301","S","History of Religion","1.0","McCalla","T-Th","02:40PM04:00","VOLLUM120"
"601","20591","BIOL","102","SF7","Intro Biology Lect and Lab","0.0","Black","F","01:10PM05:00","BIOL107"
"602","10525","REL","313","F","Chinese Mahayana Texts","1.0","Brashier","T-Th","10:30AM11:50","ELIOT405"
"603","20523","REL","363","S","Missing Persons World ofIslam","1.0","Feener","M-W-F","11:00AM11:50","VOLLUM234"
"604","10760","REL","366","F","Romanticism and Religion","1.0","McCalla","M-W","06:10PM07:30","ELIOT405"
"605","10527","REL","384","F","Spcl Top Ancient Christianity","1.0","Foat","M-W-F","10:00AM10:50","ELIOT419"
"606","20666","REL","399","S","Junior Seminar","1.0","Foat","T-Th","01:10PM02:30","PHYSIC121"
"607","10197","RUSS","120","Y","First Year Russian","1.0","","","","Lencek          M-T-W-Th-F12:00     VOLLUM  126"
"608","10799","RUSS","120","Y02","First Year Russian","1.0","Lencek","M-W-F","11:00AM11:50","VOLLUM120"
"609","10799","RUSS","120","Y02","First Year Russian","1.0","Lencek","T-Th","11:00AM11:50","VOLLUM234"
"610","10198","RUSS","220","Y","Second Year Russian","1.0","","","","Bershtein       M-T-W-Th-F12:00     VOLLUM  309"
"611","10537","RUSS","266","F","Russian Short Fiction","1.0","Lencek","T-Th","01:10PM02:30","VOLLUM126"
"612","20593","BIOL","332","S","Vascular Plant Diversity","1.0","Raubeson","M-W-F","10:00AM10:50","PHYSIC240A"
"613","10536","RUSS","300","F","Advanced Russian","1.0","Bershtein","T-Th","10:30AM11:50","ELIOT123"
"614","20534","RUSS","355","S","20th Century Russian Poetry","1.0","Lencek","T-Th","01:10PM02:30","VOLLUM134"
"615","20530","RUSS","373","S","Mod Russ Lit:Chekov toPresent","1.0","Bershtein","T-Th","02:40PM04:00","VOLLUM126"
"616","10539","RUSS","379","F","The Myth of St. Petersburg","1.0","Bershtein","T-Th","02:40PM04:00","PSYCH103"
"617","20535","RUSS","404","S","Russ Lit: Gogol  and  Dostoevsky","1.0","Lencek","T-Th","09:00AM10:20","VOLLUM118"
"618","20532","RUSS","408","S","Russ Decadent/SymbolistCultur","1.0","Bershtein","M-W","03:10PM04:30","VOLLUM302"
"619","10541","RUSS","413","F","20th C Russian CriticalTheory","1.0","Lencek","T-Th","09:00AM10:20","VOLLUM126"
"620","10474","SOC","211","F","Introduction to Sociology","0.0","Tudor","M","02:10PM03:00","PSYCH105"
"621","10475","SOC","211","F01","Introduction to Sociology","0.0","Hrycak","W-F","10:00AM10:50","VOLLUM228"
"622","10476","SOC","211","F02","Introduction to Sociology","0.0","Hrycak","W-F","11:00AM11:50","VOLLUM228"
"623","20594","BIOL","332","SL1","Vascular Plant Diversity","0.0","Raubeson","T","01:10PM05:00","BIOL207"
"624","10477","SOC","211","F03","Introduction to Sociology","0.0","Schneiberg","W-F","12:00PM12:50","VOLLUM228"
"625","10478","SOC","211","F04","Introduction to Sociology","0.0","Schneiberg","W-F","01:10PM02:00","VOLLUM228"
"626","10479","SOC","211","F05","Introduction to Sociology","0.0","Tudor","W-F","02:10PM03:00","VOLLUM228"
"627","10480","SOC","211","F06","Introduction to Sociology","0.0","Tudor","W-F","03:10PM04:00","VOLLUM228"
"628","20684","SOC","244","S01","Race and Ethnicity","1.0","Schneiberg","T-Th","09:00AM10:20","VOLLUM302"
"629","20685","SOC","244","S02","Race and Ethnicity","1.0","Schneiberg","T-Th","10:30AM11:50","ELIOT419"
"630","20653","SOC","283","S01","Sociology of Religion","1.0","Tudor","M-W-F","01:10PM02:00","ELIOT126"
"631","20654","SOC","283","S02","Sociology of Religion","1.0","Tudor","M-W-F","03:10PM04:00","ELIOT126"
"632","10520","SOC","311","F","Research Methods","1.0","Tudor","T-Th","02:40PM04:00","ELIOT126"
"633","20646","SOC","321","S","American Capitalism","1.0","Schneiberg","T-Th","02:40PM04:00","ELIOT126"
"634","20595","BIOL","332","SL2","Vascular Plant Diversity","0.0","Raubeson","Th","01:10PM05:00","BIOL207"
"635","10522","SOC","363","F","Sociology of Culture","1.0","Hrycak","M-W","03:10PM04:30","VOLLUM302"
"636","10199","SPAN","110","Y01","First Year Spanish","1.0","Drumm","M-T-W-F","11:00AM11:50","VOLLUM110"
"637","10200","SPAN","110","Y02","First Year Spanish","1.0","Moret","M-T-W-F","12:00PM12:50","VOLLUM110"
"638","10201","SPAN","110","Y03","First Year Spanish","1.0","Schulz","M-T-W-F","12:00PM12:50","VOLLUM116"
"639","10202","SPAN","210","Y01","Second Year Spanish","1.0","Fischer","M-T-W-F","10:00AM10:50","VOLLUM110"
"640","10203","SPAN","210","Y02","Second Year Spanish","1.0","Fischer","M-T-W-F","12:00PM12:50","PHYSIC121"
"641","10378","SPAN","210","Y03","Second Year Spanish","1.0","Moret","M-T-W-F","01:10PM02:00","VOLLUM116"
"642","10491","SPAN","321","F01","Theory  and  Practice HispanicLit","1.0","Moret","M-W-F","10:00AM10:50","ELIOT416"
"643","10492","SPAN","321","F02","Theory  and  Practice HispanicLit","1.0","Schulz","M-W-F","11:00AM11:50","ELIOT121"
"644","20492","SPAN","322","S","Spanish Short Story","1.0","Alonso","M-W-F","10:00AM10:50","VOLLUM118"
"645","10610","BIOL","342","F","Animal Behav.  and  Behav.Ecology","1.0","Yezerinac","T-Th","09:00AM10:20","PHYSIC240A"
"646","10494","SPAN","375","F","Modern Peninsular Drama","1.0","Drumm","T-Th","02:40PM04:00","PSYCH108"
"647","20491","SPAN","395","S","Mod Spanish American Drama","1.0","Larisch","M-W-F","10:00AM10:50","VOLLUM228"
"648","20683","SPAN","413","S","Penin Lit: Dogma  and  Disbelief","1.0","Garcia-Bryce","T","07:10PM10:00","VOLLUM134"
"649","10493","SPAN","442","F01","Spl Tops Span Amer Lit:Borges","1.0","Fischer","M-W","03:10PM04:30","LIB203"
"650","10770","SPAN","442","F02","The City in Span Amer Lit","1.0","Schulz","T-Th","10:30AM11:50","LIB203"
"651","20490","SPAN","442","S","Lit Responses to Dictatorship","1.0","Fischer","M-W","03:10PM04:30","ELIOT419"
"652","10528","THEA","110","F","Introduction to Theatre","1.0","Worley","M-W","03:10PM04:30","THEATR"
"653","10530","THEA","205","F01","Masks  and  Make-up Design","0.5","Carr","T-Th","02:40PM04:00","THEATR"
"654","10531","THEA","205","F02","Design for the Theatre: Sets","0.5","Muller","M-W-F","01:10PM02:00","THEATR"
"655","20525","THEA","206","S01","Costume History  and  Design","0.5","Carr","T-Th","02:40PM04:00","THEATR"
"656","10611","BIOL","342","FL1","Animal Behav.  and  Behav.Ecology","0.0","Yezerinac","Th","01:10PM05:00","BIOL211"
"657","20526","THEA","206","S02","Design for Theatre: Lights","0.5","Muller","M-W-F","01:10PM02:00","THEATR"
"658","10532","THEA","210","F","Acting Laboratory","0.5","Worley","T-Th","10:30AM11:50","THEATR"
"659","10533","THEA","250","F","Plays and Playhouses","1.0","Clinton","T-Th","01:10PM02:30","THEATR"
"660","20527","THEA","270","S","Intercultr ExperimentsTheatre","1.0","Worley","T-Th","01:10PM02:30","THEATR"
"661","10534","THEA","275","F","Playwriting","1.0","Clinton","W","06:10PM09:00","THEATR"
"662","20528","THEA","310","S","Techniques of Acting","1.0","Worley","T-Th","10:30AM11:50","THEATR"
"663","10535","THEA","331","F","Directing I","1.0","Clinton","T-Th","04:10PM05:30","THEATR"
"664","20529","THEA","334","S","Special Problems in Directing","1.0","Clinton","T-Th","04:10PM05:30","THEATR"
"665","10744","HIST","556","F","Topics in FrenchEnlightenment","0.5","Kierstead","W","07:40PM09:00","VOLLUM234"
"666","10745","HUM","510","F","Greek Humanities","0.5","King","T","07:40PM09:00","VOLLUM302"
"667","10482","ANTH","311","F","General Linguistics","1.0","Haviland","T-Th","09:00AM10:20","VOLLUM116"
"668","10612","BIOL","342","FL2","Animal Behav.  and  Behav.Ecology","0.0","Yezerinac","F","01:10PM05:00","BIOL211"
"669","20649","LBST","579","S","ColonizingAfrica:Conrad and Congo","0.5","Lowe","W","05:40PM07:00","ELIOT317"
"670","20650","LIT","560","S","Don Quixote  and  Narr. Theory","0.5","Drumm","W","07:40PM09:00","VOLLUM309"
"671","10746","MATH","555","F","Ornamental Art","0.5","Wieting","W","05:40PM07:00","VOLLUM120"
"672","20651","THEA","570","S","Experiments Intercult Theatre","0.5","Worley","T","07:10PM08:30","ELIOT126"
"673","10613","BIOL","351","F","Developmental Biology","1.0","Black","T-Th","10:30AM11:50","PHYSIC240A"
"674","10614","BIOL","351","FL1","Developmental Biology","0.0","Black","T","01:10PM05:00","BIOL207"
"675","10615","BIOL","351","FL2","Developmental Biology","0.0","Black","W","01:10PM05:00","BIOL207"
"676","20597","BIOL","356","S","Genetics and Gene Regulation","1.0","Shampay","M-W-F","11:00AM11:50","PSYCH105"
"677","20599","BIOL","356","SL1","Genetics and Gene Regulation","0.0","Shampay","W","01:10PM05:00","BIOL21"
"678","20600","BIOL","356","SL2","Genetics and Gene Regulation","0.0","Shampay","F","01:10PM05:00","BIOL21"
"679","10771","BIOL","358","F","Microbiology","1.0","Mellies","M-W-F","10:00AM10:50","PHYSIC240A"
"680","10772","BIOL","358","FL1","Microbiology","0.0","Mellies","T","01:10PM05:00","BIOL217"
"681","10773","BIOL","358","FL2","Microbiology","0.0","Mellies","Th","01:10PM05:00","BIOL217"
"682","10485","ANTH","313","F","Language in Society","1.0","Haviland","T","06:10PM09:00","ELIOT419"
"683","20603","BIOL","358","S","Microbiology","1.0","","","","Mellies         RESCHEDULED TO OTHER SEMESTER"
"684","20604","BIOL","358","SL1","Microbiology","0.0","","","","Mellies         RESCHEDULED TO OTHER SEMESTER"
"685","20605","BIOL","358","SL2","Microbiology","0.0","","","","Mellies         RESCHEDULED TO OTHER SEMESTER"
"686","10616","BIOL","361","F","Genetics and MolecularBiology","1.0","Russell","M-W-F","11:00AM11:50","PSYCH105"
"687","10617","BIOL","361","FL1","Genetics and MolecularBiology","0.0","Russell","T","01:30PM05:00","BIOL21"
"688","10618","BIOL","361","FL2","Genetics and MolecularBiology","0.0","Russell","W","01:30PM05:00","BIOL21"
"689","10619","BIOL","361","FL3","Genetics and MolecularBiology","0.0","Russell","Th","01:30PM05:00","BIOL21"
"690","20606","BIOL","366","S","Population Bio:Ecolgy and Evolutn","1.0","Kaplan","T-Th","09:00AM10:20","PHYSIC240A"
"691","20608","BIOL","366","SL1","Population Bio:Ecolgy and Evolutn","0.0","Kaplan","T","02:40PM05:00","BIOL211"
"692","20610","BIOL","366","SL2","Population Bio:Ecolgy and Evolutn","0.0","Kaplan","Th","01:30PM04:00","BIOL211"
"693","10768","ANTH","339","F","Ethnic  and  Nation France  and  NAfr","1.0","Silverstein","T-Th","06:10PM07:30","VOLLUM118"
"694","10410","BIOL","367","F","Scientific Computation","1.0","Crandall","T-Th","07:10PM08:30","PHYSIC123"
"695","20617","BIOL","372","S","Cellular Biology","1.0","McClellan","T-Th","10:30AM11:50","PHYSIC123"
"696","20620","BIOL","372","SL1","Cellular Biology","0.0","McClellan","W","01:10PM05:00","BIOL7"
"697","20621","BIOL","372","SL2","Cellular Biology","0.0","McClellan","Th","01:10PM05:00","BIOL7"
"698","10620","BIOL","381","F","Animal Physiology","1.0","Arch","T-Th","10:30AM11:50","ELIOT216"
"699","10622","BIOL","381","FL1","Animal Physiology","0.0","Arch","T","01:30PM05:00","BIOL7"
"700","10623","BIOL","381","FL2","Animal Physiology","0.0","Arch","Th","01:30PM05:00","BIOL7"
"701","10776","BIOL","388","F","Evolutionary Biology","1.0","Raubeson","M-W-F","09:00AM09:50","PHYSIC240A"
"702","10778","BIOL","388","FL1","Evolutionary Biology","0.0","Raubeson","W","01:10PM05:00","PHYSIC134"
"703","10779","BIOL","388","FL2","Evolutionary Biology","0.0","Raubeson","F","01:10PM05:00","PHYSIC134"
