"","lon","lat","Freq"
"793","18.4240553","-33.9248685",1
"794","18.643501","60.128161",3
"795","19.145136","51.919438",4
"796","19.503304","47.162494",1
"797","19.699024","48.669026",1
"798","19.8335496","45.2671352",1
"799","2.139998","45.928578",1
"800","2.1734035","41.3850639",7
"801","2.1750239","48.7074303",1
"802","2.213749","46.227638",16
"803","2.2188068","48.828508",1
"804","2.3522219","48.856614",16
"805","2.357443","48.936181",1
"806","2.3912362","41.7855837",1
"807","2.439712","48.908612",1
"808","2.6370411","48.8499198",2
"809","2.8214264","41.9794005",1
"810","20.168331","41.153332",1
"811","20.902977","42.6026359",1
"812","21.005859","44.016521",1
"813","21.2570307","45.7659345",1
"814","21.824312","39.074208",2
"815","22.5058399","40.2805592",1
"816","22.937506","-30.559482",1
"817","23.1210305","37.9463179",1
"818","23.3218675","42.6977082",1
"819","24.938379","60.1698557",1
"820","25.748151","61.92411",1
"821","25.9358367","48.2920787",1
"822","27.953389","53.709807",1
"823","28.0473051","-26.2041028",1
"824","28.2292712","-25.7478676",1
"825","28.9783589","41.0082376",1
"826","29.0227159","40.1794309",1
"827","3.057256","50.62925",3
"828","3.3448536","45.7032695",1
"829","3.3792057","6.5243793",1
"830","3.5599136","51.4734712",1
"831","30.3794118","-29.6006068",1
"832","31.16558","48.379433",2
"833","31.2357116","30.0444196",1
"834","31.3554204","29.8396353",1
"835","34.851612","31.046051",2
"836","34.887783","31.3238993",1
"837","37.6173","55.755826",2
"838","39.2375507","21.2854067",1
"839","39.6682065","-4.0434771",1
"840","4.3517103","50.8503396",2
"841","4.4266158","50.8167203",1
"842","4.444643","50.4108095",1
"843","4.7564892","51.1394506",1
"844","4.805528","43.949317",1
"845","4.835659","45.764043",1
"846","4.8951679","52.3702157",1
"847","41.5260976","58.4807811",1
"848","44.3861933","14.5567538",1
"849","49.5924134","37.2809455",1
"850","5.216051","47.133592",1
"851","5.36978","43.296482",2
"852","5.447427","43.529742",1
"853","5.730216","50.8392661",1
"854","5.8372264","51.8125626",1
"855","55.402868","24.9821547",1
"856","58.2870647","23.6016268",1
"857","6.1193157","49.6091904",2
"858","6.129384","45.899247",1
"859","6.1431577","46.2043907",1
"860","6.1757156","49.1193089",2
"861","6.289287","43.913685",1
"862","6.449403","48.172402",1
"863","6.867567","49.11656",1
"864","6.9602786","50.937531",2
"865","7.0115552","51.4556432",1
"866","7.0498442","4.815554",2
"867","7.1075541","48.3441943",1
"868","7.2619532","43.7101728",1
"869","7.6615938","51.4332367",1
"870","7.7521113","48.5734053",1
"871","7.7760567","43.8159671",1
"872","71.4180622","25.7531537",1
"873","71.4687028","30.1983807",1
"874","72.7637898","40.5171517",1
"875","73.0931461","33.7293882",1
"876","74.3571581","31.5546061",1
"877","76.860565","30.6942091",1
"878","77.0266383","28.4594965",1
"879","77.5945627","12.9715987",1
"880","78.3371785","17.4913212",1
"881","78.96288","20.593684",3
"882","8.081666","17.607789",1
"883","8.227512","46.818188",1
"884","8.452521","55.4683551",1
"885","8.468946","60.472024",1
"886","8.946256","44.4056499",1
"887","83.334056","17.758076",1
"888","84.2463188","27.1001102",1
"889","9.1829321","48.7758459",1
"890","9.1859243","45.4654219",1
"891","9.2744485","45.5845001",1
"892","9.9052156","46.0960948",1
"893","98.6722227","3.5951956",1
"894","99.1966559","61.0137097",2
"895","99.8913421","20.0450379",1
